NAME_2,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076,y2077,y2078,y2079,y2080,y2081,y2082,y2083,y2084,y2085
Vatovavy Fitovinany,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.954450,0.952378,0.950305,0.948233,0.946161,0.944089,0.942017,0.939945,0.937873,0.935801,0.933729,0.931657,0.929585,0.927513,0.925440,0.923368,0.921296,0.919224,0.917152,0.915080,0.913008,0.910936,0.908864,0.906792,0.904720,0.902648,0.901005,0.899363,0.897720,0.896077,0.894435,0.892792,0.891150,0.889507,0.887865,0.886222,0.884580,0.882937,0.881295,0.879652,0.878010,0.876367,0.874725,0.873082,0.871440,0.869797,0.868155,0.866512,0.864869,0.863227,0.861584,0.859942,0.858299,0.856657,0.855014,0.853372,0.851729,0.850087,0.848444,0.846802,0.845159
Betsiboka,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.907178,0.902558,0.897938,0.893318,0.888699,0.884079,0.879459,0.874840,0.870220,0.865600,0.860980,0.856361,0.851741,0.847121,0.842501,0.837882,0.833262,0.828642,0.824022,0.819403,0.814783,0.810163,0.805543,0.800924,0.796304,0.791684,0.790921,0.790157,0.789393,0.788630,0.787866,0.787102,0.786339,0.785575,0.784811,0.784048,0.783284,0.782520,0.781757,0.780993,0.780229,0.779466,0.778702,0.777938,0.777175,0.776411,0.775647,0.774884,0.774120,0.773356,0.772593,0.771829,0.771065,0.770302,0.769538,0.768774,0.768011,0.767247,0.766483,0.765720,0.764956
Boeny,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.900010,0.895466,0.890922,0.886377,0.881833,0.877289,0.872745,0.868200,0.863656,0.859112,0.854568,0.850023,0.845479,0.840935,0.836391,0.831846,0.827302,0.822758,0.818214,0.813669,0.809125,0.804581,0.800036,0.795492,0.790948,0.786404,0.785357,0.784310,0.783264,0.782217,0.781170,0.780123,0.779077,0.778030,0.776983,0.775937,0.774890,0.773843,0.772796,0.771750,0.770703,0.769656,0.768610,0.767563,0.766516,0.765469,0.764423,0.763376,0.762329,0.761283,0.760236,0.759189,0.758142,0.757096,0.756049,0.755002,0.753956,0.752909,0.751862,0.750816,0.749769
Melaky,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.877223,0.874240,0.871257,0.868274,0.865291,0.862307,0.859324,0.856341,0.853358,0.850375,0.847392,0.844408,0.841425,0.838442,0.835459,0.832476,0.829493,0.826509,0.823526,0.820543,0.817560,0.814577,0.811594,0.808611,0.805627,0.802644,0.801733,0.800821,0.799909,0.798998,0.798086,0.797174,0.796263,0.795351,0.794439,0.793528,0.792616,0.791704,0.790793,0.789881,0.788969,0.788058,0.787146,0.786235,0.785323,0.784411,0.783500,0.782588,0.781676,0.780765,0.779853,0.778941,0.778030,0.777118,0.776206,0.775295,0.774383,0.773471,0.772560,0.771648,0.770736
Sofia,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.923366,0.920525,0.917683,0.914842,0.912001,0.909160,0.906318,0.903477,0.900636,0.897794,0.894953,0.892112,0.889271,0.886429,0.883588,0.880747,0.877906,0.875064,0.872223,0.869382,0.866540,0.863699,0.860858,0.858017,0.855175,0.852334,0.851933,0.851532,0.851131,0.850730,0.850328,0.849927,0.849526,0.849125,0.848724,0.848323,0.847922,0.847521,0.847119,0.846718,0.846317,0.845916,0.845515,0.845114,0.844713,0.844312,0.843911,0.843509,0.843108,0.842707,0.842306,0.841905,0.841504,0.841103,0.840702,0.840300,0.839899,0.839498,0.839097,0.838696,0.838295
Alaotra-Mangoro,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.950767,0.948486,0.946205,0.943924,0.941642,0.939361,0.937080,0.934799,0.932518,0.930237,0.927956,0.925675,0.923394,0.921113,0.918832,0.916551,0.914270,0.911989,0.909708,0.907427,0.905145,0.902864,0.900583,0.898302,0.896021,0.893740,0.893216,0.892693,0.892169,0.891645,0.891121,0.890597,0.890074,0.889550,0.889026,0.888502,0.887979,0.887455,0.886931,0.886407,0.885884,0.885360,0.884836,0.884312,0.883788,0.883265,0.882741,0.882217,0.881693,0.881170,0.880646,0.880122,0.879598,0.879075,0.878551,0.878027,0.877503,0.876979,0.876456,0.875932,0.875408
Analanjirofo,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.972941,0.971404,0.969867,0.968330,0.966793,0.965256,0.963718,0.962181,0.960644,0.959107,0.957570,0.956033,0.954496,0.952958,0.951421,0.949884,0.948347,0.946810,0.945273,0.943736,0.942198,0.940661,0.939124,0.937587,0.936050,0.934513,0.934468,0.934424,0.934379,0.934335,0.934290,0.934246,0.934201,0.934157,0.934112,0.934068,0.934023,0.933979,0.933934,0.933890,0.933845,0.933801,0.933756,0.933712,0.933667,0.933623,0.933578,0.933534,0.933490,0.933445,0.933401,0.933356,0.933312,0.933267,0.933223,0.933178,0.933134,0.933089,0.933045,0.933000,0.932956
Atsinanana,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.953477,0.951944,0.950410,0.948877,0.947343,0.945810,0.944276,0.942743,0.941209,0.939676,0.938142,0.936609,0.935075,0.933542,0.932008,0.930475,0.928941,0.927408,0.925874,0.924341,0.922807,0.921274,0.919740,0.918207,0.916673,0.915140,0.914283,0.913427,0.912571,0.911715,0.910858,0.910002,0.909146,0.908290,0.907433,0.906577,0.905721,0.904865,0.904008,0.903152,0.902296,0.901440,0.900583,0.899727,0.898871,0.898015,0.897159,0.896302,0.895446,0.894590,0.893734,0.892877,0.892021,0.891165,0.890309,0.889452,0.888596,0.887740,0.886884,0.886027,0.885171
Androy,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.780430,0.776917,0.773403,0.769890,0.766377,0.762864,0.759350,0.755837,0.752324,0.748811,0.745297,0.741784,0.738271,0.734758,0.731244,0.727731,0.724218,0.720705,0.717191,0.713678,0.710165,0.706652,0.703138,0.699625,0.696112,0.692599,0.691005,0.689411,0.687818,0.686224,0.684631,0.683037,0.681443,0.679850,0.678256,0.676663,0.675069,0.673475,0.671882,0.670288,0.668694,0.667101,0.665507,0.663914,0.662320,0.660726,0.659133,0.657539,0.655946,0.654352,0.652758,0.651165,0.649571,0.647977,0.646384,0.644790,0.643197,0.641603,0.640009,0.638416,0.636822
Anosy,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.816208,0.812610,0.809013,0.805415,0.801818,0.798220,0.794622,0.791025,0.787427,0.783830,0.780232,0.776634,0.773037,0.769439,0.765842,0.762244,0.758646,0.755049,0.751451,0.747854,0.744256,0.740658,0.737061,0.733463,0.729865,0.726268,0.725345,0.724423,0.723500,0.722578,0.721655,0.720733,0.719810,0.718888,0.717965,0.717043,0.716120,0.715197,0.714275,0.713352,0.712430,0.711507,0.710585,0.709662,0.708740,0.707817,0.706895,0.705972,0.705050,0.704127,0.703205,0.702282,0.701359,0.700437,0.699514,0.698592,0.697669,0.696747,0.695824,0.694902,0.693979
Atsimo-Andrefana,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.672564,0.662627,0.652690,0.642754,0.632817,0.622880,0.612943,0.603006,0.593069,0.583132,0.573195,0.563258,0.553321,0.543384,0.533447,0.523510,0.513574,0.503637,0.493700,0.483763,0.473826,0.463889,0.453952,0.444015,0.434078,0.424141,0.422982,0.421822,0.420663,0.419503,0.418343,0.417184,0.416024,0.414865,0.413705,0.412545,0.411386,0.410226,0.409067,0.407907,0.406748,0.405588,0.404428,0.403269,0.402109,0.400950,0.399790,0.398630,0.397471,0.396311,0.395152,0.393992,0.392833,0.391673,0.390513,0.389354,0.388194,0.387035,0.385875,0.384716,0.383556
Menabe,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.746730,0.741086,0.735443,0.729800,0.724157,0.718513,0.712870,0.707227,0.701583,0.695940,0.690297,0.684653,0.679010,0.673367,0.667724,0.662080,0.656437,0.650794,0.645150,0.639507,0.633864,0.628221,0.622577,0.616934,0.611291,0.605647,0.603356,0.601065,0.598774,0.596483,0.594192,0.591901,0.589610,0.587319,0.585028,0.582737,0.580446,0.578155,0.575864,0.573573,0.571282,0.568991,0.566700,0.564409,0.562118,0.559827,0.557536,0.555245,0.552953,0.550662,0.548371,0.546080,0.543789,0.541498,0.539207,0.536916,0.534625,0.532334,0.530043,0.527752,0.525461
