NAME_2,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076,y2077,y2078,y2079,y2080,y2081,y2082,y2083,y2084,y2085
Vatovavy Fitovinany,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.938350,0.935552,0.932755,0.929957,0.927160,0.924363,0.921565,0.918768,0.915970,0.913173,0.910376,0.907578,0.904781,0.901984,0.899186,0.896389,0.893591,0.890794,0.887997,0.885199,0.882402,0.879605,0.876807,0.874010,0.871212,0.868415,0.867177,0.865940,0.864702,0.863464,0.862227,0.860989,0.859751,0.858514,0.857276,0.856038,0.854801,0.853563,0.852325,0.851088,0.849850,0.848612,0.847374,0.846137,0.844899,0.843661,0.842424,0.841186,0.839948,0.838711,0.837473,0.836235,0.834998,0.833760,0.832522,0.831285,0.830047,0.828809,0.827572,0.826334,0.825096
Betsiboka,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.888201,0.884238,0.880276,0.876313,0.872351,0.868389,0.864426,0.860464,0.856501,0.852539,0.848577,0.844614,0.840652,0.836690,0.832727,0.828765,0.824802,0.820840,0.816878,0.812915,0.808953,0.804991,0.801028,0.797066,0.793103,0.789141,0.788532,0.787922,0.787313,0.786703,0.786094,0.785484,0.784875,0.784265,0.783656,0.783047,0.782437,0.781828,0.781218,0.780609,0.779999,0.779390,0.778780,0.778171,0.777562,0.776952,0.776343,0.775733,0.775124,0.774514,0.773905,0.773295,0.772686,0.772076,0.771467,0.770858,0.770248,0.769639,0.769029,0.768420,0.767810
Boeny,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.881938,0.877993,0.874048,0.870103,0.866158,0.862213,0.858269,0.854324,0.850379,0.846434,0.842489,0.838544,0.834599,0.830654,0.826709,0.822765,0.818820,0.814875,0.810930,0.806985,0.803040,0.799095,0.795150,0.791206,0.787261,0.783316,0.782305,0.781294,0.780283,0.779272,0.778261,0.777250,0.776239,0.775228,0.774217,0.773206,0.772195,0.771184,0.770173,0.769162,0.768151,0.767140,0.766129,0.765118,0.764107,0.763096,0.762085,0.761074,0.760063,0.759052,0.758041,0.757030,0.756019,0.755008,0.753997,0.752986,0.751975,0.750964,0.749953,0.748942,0.747931
Melaky,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.885672,0.882433,0.879194,0.875954,0.872715,0.869475,0.866236,0.862997,0.859757,0.856518,0.853279,0.850039,0.846800,0.843560,0.840321,0.837082,0.833842,0.830603,0.827363,0.824124,0.820885,0.817645,0.814406,0.811166,0.807927,0.804688,0.803654,0.802621,0.801587,0.800553,0.799520,0.798486,0.797453,0.796419,0.795385,0.794352,0.793318,0.792284,0.791251,0.790217,0.789184,0.788150,0.787116,0.786083,0.785049,0.784016,0.782982,0.781948,0.780915,0.779881,0.778848,0.777814,0.776780,0.775747,0.774713,0.773680,0.772646,0.771612,0.770579,0.769545,0.768512
Sofia,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.903976,0.902161,0.900345,0.898530,0.896714,0.894899,0.893084,0.891268,0.889453,0.887638,0.885822,0.884007,0.882191,0.880376,0.878561,0.876745,0.874930,0.873115,0.871299,0.869484,0.867669,0.865853,0.864038,0.862222,0.860407,0.858592,0.858213,0.857833,0.857454,0.857075,0.856696,0.856317,0.855938,0.855559,0.855179,0.854800,0.854421,0.854042,0.853663,0.853284,0.852905,0.852526,0.852146,0.851767,0.851388,0.851009,0.850630,0.850251,0.849872,0.849493,0.849113,0.848734,0.848355,0.847976,0.847597,0.847218,0.846839,0.846459,0.846080,0.845701,0.845322
Alaotra-Mangoro,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.902031,0.899083,0.896134,0.893186,0.890237,0.887289,0.884341,0.881392,0.878444,0.875496,0.872547,0.869599,0.866650,0.863702,0.860754,0.857805,0.854857,0.851909,0.848960,0.846012,0.843063,0.840115,0.837167,0.834218,0.831270,0.828321,0.827530,0.826738,0.825947,0.825155,0.824363,0.823572,0.822780,0.821988,0.821197,0.820405,0.819613,0.818822,0.818030,0.817238,0.816447,0.815655,0.814864,0.814072,0.813280,0.812489,0.811697,0.810905,0.810114,0.809322,0.808530,0.807739,0.806947,0.806155,0.805364,0.804572,0.803781,0.802989,0.802197,0.801406,0.800614
Analanjirofo,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.929044,0.928508,0.927973,0.927437,0.926901,0.926366,0.925830,0.925294,0.924759,0.924223,0.923687,0.923152,0.922616,0.922080,0.921545,0.921009,0.920473,0.919938,0.919402,0.918866,0.918331,0.917795,0.917259,0.916724,0.916188,0.915652,0.915387,0.915121,0.914856,0.914590,0.914325,0.914059,0.913794,0.913528,0.913263,0.912997,0.912732,0.912466,0.912201,0.911935,0.911669,0.911404,0.911138,0.910873,0.910607,0.910342,0.910076,0.909811,0.909545,0.909280,0.909014,0.908749,0.908483,0.908218,0.907952,0.907687,0.907421,0.907156,0.906890,0.906625,0.906359
Atsinanana,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.898761,0.897161,0.895561,0.893961,0.892361,0.890761,0.889161,0.887561,0.885961,0.884361,0.882761,0.881160,0.879560,0.877960,0.876360,0.874760,0.873160,0.871560,0.869960,0.868360,0.866760,0.865160,0.863560,0.861960,0.860360,0.858760,0.857525,0.856290,0.855056,0.853821,0.852586,0.851351,0.850117,0.848882,0.847647,0.846412,0.845178,0.843943,0.842708,0.841473,0.840239,0.839004,0.837769,0.836534,0.835300,0.834065,0.832830,0.831595,0.830361,0.829126,0.827891,0.826656,0.825422,0.824187,0.822952,0.821717,0.820483,0.819248,0.818013,0.816778,0.815544
Androy,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.891978,0.886853,0.881728,0.876603,0.871478,0.866354,0.861229,0.856104,0.850979,0.845854,0.840729,0.835604,0.830480,0.825355,0.820230,0.815105,0.809980,0.804855,0.799730,0.794606,0.789481,0.784356,0.779231,0.774106,0.768981,0.763856,0.762125,0.760394,0.758662,0.756931,0.755200,0.753468,0.751737,0.750006,0.748274,0.746543,0.744812,0.743080,0.741349,0.739618,0.737886,0.736155,0.734424,0.732692,0.730961,0.729229,0.727498,0.725767,0.724035,0.722304,0.720573,0.718841,0.717110,0.715379,0.713647,0.711916,0.710185,0.708453,0.706722,0.704991,0.703259
Anosy,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.878735,0.875081,0.871428,0.867775,0.864121,0.860468,0.856814,0.853161,0.849508,0.845854,0.842201,0.838548,0.834894,0.831241,0.827588,0.823934,0.820281,0.816628,0.812974,0.809321,0.805667,0.802014,0.798361,0.794707,0.791054,0.787401,0.786170,0.784939,0.783708,0.782477,0.781247,0.780016,0.778785,0.777554,0.776323,0.775093,0.773862,0.772631,0.771400,0.770169,0.768938,0.767708,0.766477,0.765246,0.764015,0.762784,0.761554,0.760323,0.759092,0.757861,0.756630,0.755400,0.754169,0.752938,0.751707,0.750476,0.749246,0.748015,0.746784,0.745553,0.744322
Atsimo-Andrefana,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.768313,0.757890,0.747466,0.737043,0.726620,0.716196,0.705773,0.695350,0.684927,0.674503,0.664080,0.653657,0.643233,0.632810,0.622387,0.611963,0.601540,0.591117,0.580693,0.570270,0.559847,0.549424,0.539000,0.528577,0.518154,0.507730,0.505840,0.503950,0.502060,0.500170,0.498280,0.496390,0.494500,0.492610,0.490720,0.488830,0.486940,0.485050,0.483160,0.481270,0.479380,0.477490,0.475600,0.473710,0.471820,0.469930,0.468040,0.466150,0.464260,0.462370,0.460480,0.458590,0.456700,0.454810,0.452920,0.451030,0.449140,0.447250,0.445360,0.443470,0.441580
Menabe,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.820253,0.815156,0.810058,0.804961,0.799863,0.794766,0.789668,0.784571,0.779473,0.774376,0.769278,0.764181,0.759083,0.753986,0.748888,0.743791,0.738693,0.733596,0.728498,0.723401,0.718303,0.713206,0.708108,0.703011,0.697913,0.692816,0.689258,0.685700,0.682143,0.678585,0.675027,0.671470,0.667912,0.664355,0.660797,0.657239,0.653682,0.650124,0.646566,0.643009,0.639451,0.635893,0.632336,0.628778,0.625220,0.621663,0.618105,0.614548,0.610990,0.607432,0.603875,0.600317,0.596759,0.593202,0.589644,0.586086,0.582529,0.578971,0.575413,0.571856,0.568298
