t,agentID,homeLoc,candLoc,candIdx,isHome,layers,nLayers,value,familiarity,attachPenFrac,movingCost,creditBlocked,distressMode
13,163,20,5,4,0,cassava|industrial_crop,2,26.1538241077835,0.203839842592873,0.389600178858634,6.98830882078349,1,0
13,163,20,12,1,0,school,1,19.1454462372916,0.0600000000000001,0.459988062351432,4.18147347500967,1,0
13,163,20,12,2,0,maize|industrial_crop,2,77.2773134344555,0.262039842592873,0.361120066913045,4.18147347500967,1,0
13,163,20,20,1,1,school,1,-8.05593090279638,0.0600000000000001,0.459988062351432,0,1,0
13,163,20,20,2,1,unskilled1|school|maize,3,47.965031179201,0.194693228395249,0.394076065392507,0,0,0
13,50,19,4,1,0,school,1,6.13170484271023,0.1164,0.387761379461939,3.15845056806109,1,0
13,50,19,4,2,0,unskilled1|school,2,30.8653454195927,0.0882000000000001,0.400136742636256,3.15845056806109,1,0
13,50,19,4,3,0,unskilled1|rice_south,2,16.8654857692178,0.03,0.425677385783252,3.15845056806109,1,0
13,50,19,4,4,0,unskilled1|maize|industrial_crop,3,47.9968154219917,0.0588000000000001,0.413038717009481,3.15845056806109,1,0
13,50,19,6,1,0,school,1,-3.25261237642848,0.1164,0.387761379461939,7.26621854429024,1,0
13,50,19,6,2,0,unskilled1|cassava,2,15.2853549862059,0.03,0.425677385783252,7.26621854429024,1,0
13,50,19,6,3,0,unskilled1|vanilla,2,15.2853549862059,0.03,0.425677385783252,7.26621854429024,1,0
13,50,19,6,4,0,rice_north|maize|industrial_crop,3,15.0347550199655,0.0388,0.421815570324599,7.26621854429024,1,0
13,50,19,6,5,0,maize|cassava|industrial_crop,3,13.2158279790598,0.0388,0.421815570324599,7.26621854429024,1,0
13,50,19,19,1,1,unskilled1|school|maize,3,42.3376438442962,0.0976000000000001,0.396011621578151,0,1,0
13,50,19,19,2,1,unskilled1|maize|industrial_crop,3,41.1440991870991,0.0588000000000001,0.413038717009481,0,0,0
13,28,19,3,1,0,school,1,-26.549661493492,0,0.462088921755079,3.61191305798818,1,0
13,28,19,3,2,0,unskilled1|school,2,31.6167681935406,0,0.462088921755079,3.61191305798818,1,0
13,28,19,6,1,0,unskilled1|rice_north,2,44.5922042105876,0,0.462088921755079,7.26621854429024,1,0
13,28,19,6,2,0,unskilled1|maize,2,46.8216503919933,0.0582000000000001,0.435195346508934,7.26621854429024,1,0
