t,year,quarter,agentID,age,tenure_q,loc,isAg,attachment,layers,nLayers,agYF,subsistBase,subsistNow,inflator,grossIncome,sharedOut,netIncome,agIncomeYTD,wealth_start,wealth_end,wealth_expect,wealth_resid,layerIncome,prodBonus,sharedIn,income_expect,income_resid,TOD,inSouth,buffer,lastShortfall,trapped,exitReason
28,1991,4,209,71.7557126531355,28,20,1,0.254815585195161,cassava,1,1,1.75,1.75,1,0,0,0,4.70262661505599,-34.8651659187632,-36.6151659187632,-36.6151659187632,0,0,0,0,0,0,-9999,1,0.419509390272,0.156024762379609,1,
29,1992,1,9,40.7466275388993,29,13,1,0.105814546178561,maize,1,0.967527933333333,1.75,1.80682611666667,1.03247206666667,0,0,0,0,-37.0940127117476,-38.9008388284142,-38.9008388284142,0,0,0,0,0,0,-9999,0,4.17440224469048,0,1,
29,1992,1,28,21.0698879284411,29,6,1,0.924177843510159,cassava,1,1,1.75,1.75,1,0,0,0,0,-48.93629288654,-50.68629288654,-50.68629288654,0,0,0,0,0,0,-9999,0,1.4,0.490891149637985,1,
29,1992,1,46,53.9708448812767,29,13,1,0.578894378941124,maize|cassava|industrial_crop,3,0.967527933333333,1.75,1.80682611666667,1.03247206666667,2.37822975,0,2.37822975,0,-0.32221496914779,0.249188664185543,0.249188664185543,0,2.37822975,0,0,2.37822975,0,-9999,0,7,0,1,
29,1992,1,50,60.1764620163976,29,16,1,0.877685331511859,rice_north|maize,2,1,1.75,1.75,1,0,0,0,0,-48.9774117323451,-50.7274117323451,-50.7274117323451,0,0,0,0,0,0,-9999,0,2.25183827836182,0,0,
29,1992,1,56,44.4560544864367,29,14,1,0.729756550973948,maize|industrial_crop,2,0.998900533333333,1.75,1.75192406666667,1.00109946666667,2.14285714285714,0,2.14285714285714,0,-1.69979203386507,-1.30885895767459,-1.30885895767459,0,2.14285714285714,0,0,2.14285714285714,0,-9999,0,5.70989916970158,0,1,
29,1992,1,163,38.8329655817305,29,12,1,0.978698005003047,maize|industrial_crop,2,0.890976166666667,1.75,1.94079170833333,1.10902383333333,1.85162592857143,0,1.85162592857143,0,-55.7964349714524,-55.8856007512143,-55.8856007512143,0,1.85162592857143,0,0,1.85162592857143,0,-9999,0,0.4704,0,0,
29,1992,1,170,53.222649384944,29,13,1,0.685331488336193,cassava,1,0.967527933333333,1.75,1.80682611666667,1.03247206666667,0,0,0,0,-15.3902500348329,-17.1970761514996,-17.1970761514996,0,0,0,0,0,0,-9999,0,3.01152273583304,0,0,
29,1992,1,181,67.4501123345071,29,15,1,0.314742631653055,maize,1,0.9040995,1.75,1.917825875,1.0959005,0,0,0,0,-44.3125256583946,-46.2303515333946,-46.2303515333946,0,0,0,0,0,0,-9999,0,5.60052297796083,0,1,
29,1992,1,209,72.0057126531355,29,6,1,0.254815585195161,vanilla,1,1,1.75,1.75,1,0,0,0,0,-43.158845590402,-44.908845590402,-44.908845590402,0,0,0,0,0,0,-9999,0,0.46985051710464,0,0,
30,1992,2,9,40.9966275388993,30,13,1,0.105814546178561,maize|cassava,2,0.967527933333333,1.75,1.80682611666667,1.03247206666667,8.01160741963636,0,8.01160741963636,8.01160741963636,-38.9008388284142,-32.6960575254445,-32.6960575254445,0,6.67633951636364,1.33526790327273,0,8.01160741963636,0,-9999,0,4.17440224469048,0,1,
30,1992,2,28,21.3198879284411,30,16,1,0.924177843510159,cassava,1,1,1.75,1.75,1,8.03011764705882,0,8.03011764705882,8.03011764705882,-52.9203851105476,-46.6402674634888,-46.6402674634888,0,7.43529411764706,0.594823529411766,0,8.03011764705882,0,-9999,0,1.4,0.490891149637985,1,
30,1992,2,46,54.2208448812767,30,13,1,0.578894378941124,maize|cassava|industrial_crop,3,0.967527933333333,1.75,1.80682611666667,1.03247206666667,8.01160741963636,0,8.01160741963636,8.01160741963636,0.249188664185543,6.45396996715524,6.45396996715524,0,6.67633951636364,1.33526790327273,0,8.01160741963636,0,-9999,0,7,0,1,
30,1992,2,50,60.4264620163976,30,16,1,0.877685331511859,rice_north|maize,2,1,1.75,1.75,1,0,0,0,0,-50.7274117323451,-52.4774117323451,-52.4774117323451,0,0,0,0,0,0,-9999,0,2.25183827836182,0,1,
30,1992,2,56,44.7060544864367,30,14,1,0.729756550973948,maize|industrial_crop,2,0.998900533333333,1.75,1.75192406666667,1.00109946666667,0,0,0,0,-1.30885895767459,-3.06078302434126,-3.06078302434126,0,0,0,0,0,0,-9999,0,5.70989916970158,0,1,
30,1992,2,163,39.0829655817305,30,12,1,0.978698005003047,maize|industrial_crop,2,0.890976166666667,1.75,1.94079170833333,1.10902383333333,0,0,0,0,-55.8856007512143,-57.8263924595476,-57.8263924595476,0,0,0,0,0,0,-9999,0,0.4704,0,1,
30,1992,2,170,53.472649384944,30,13,1,0.685331488336193,cassava,1,0.967527933333333,1.75,1.80682611666667,1.03247206666667,7.82525084468762,0,7.82525084468762,7.82525084468762,-17.1970761514996,-11.1786514234786,-11.1786514234786,0,6.67633951636364,1.14891132832398,0,7.82525084468762,0,-9999,0,3.01152273583304,0,0,
30,1992,2,181,67.7001123345071,30,14,1,0.314742631653055,maize,1,0.998900533333333,1.75,1.75192406666667,1.00109946666667,0,0,0,0,-48.679114029654,-50.4310380963207,-50.4310380963207,0,0,0,0,0,0,-9999,0,5.60052297796083,0,1,
30,1992,2,209,72.2557126531355,30,2,0,0.254815585195161,(none),0,0.8652933,1.75,1.985736725,1.1347067,0,0,0,0,-48.3014144637729,-50.2871511887729,-50.2871511887729,0,0,0,0,0,0,-9999,0,0.46985051710464,0,1,
31,1992,3,9,41.2466275388993,31,13,1,0.105814546178561,maize,1,0.612094733333333,1.75,2.42883421666667,1.38790526666667,9.63437969853659,0,9.63437969853659,17.645987118173,-32.6960575254445,-25.4905120435746,-25.4905120435746,0,8.02864974878049,1.6057299497561,0,9.63437969853659,0,-9999,0,4.17440224469048,0,0,
31,1992,3,28,21.5698879284411,31,16,1,0.924177843510159,cassava,1,0.802499925,1.75,2.09562513125,1.197500075,0,0,0,8.03011764705882,-46.6402674634888,-48.7358925947388,-48.7358925947388,0,0,0,0,0,0,-9999,0,1.4,0.490891149637985,1,
31,1992,3,46,54.4708448812767,31,9,1,0.578894378941124,maize,1,0.65080325,1.75,2.3610943125,1.34919675,12.1565217391304,0,12.1565217391304,20.1681291587668,3.34546704415448,13.1408944707849,13.1408944707849,0,10.1304347826087,2.02608695652174,0,12.1565217391304,0,-9999,0,7,0,1,
31,1992,3,50,60.6764620163976,31,16,1,0.877685331511859,rice_north|maize,2,0.802499925,1.75,2.09562513125,1.197500075,11.3673844785674,0,11.3673844785674,11.3673844785674,-52.4774117323451,-43.2056523850277,-43.2056523850277,0,10.0714285714286,1.29595590713884,0,11.3673844785674,0,-9999,0,2.25183827836182,0,0,
31,1992,3,56,44.9560544864367,31,14,1,0.729756550973948,maize|industrial_crop,2,0.6147771,1.75,2.424140075,1.3852229,10.1319756,0,10.1319756,10.1319756,-3.06078302434126,4.64705250065874,4.64705250065874,0,8.443313,1.6886626,0,10.1319756,0,-9999,0,5.70989916970158,0,0,
31,1992,3,163,39.3329655817305,31,12,1,0.978698005003047,maize|industrial_crop,2,0.625698066666667,1.75,2.40502838333333,1.37430193333333,8.90249652951393,0,8.90249652951393,8.90249652951393,-57.8263924595476,-51.328924313367,-51.328924313367,0,8.66946140689655,0.233035122617379,0,8.90249652951393,0,-9999,0,0.4704,0,1,
31,1992,3,170,53.722649384944,31,13,1,0.685331488336193,cassava,1,0.612094733333333,1.75,2.42883421666667,1.38790526666667,0,0,0,7.82525084468762,-11.1786514234786,-13.6074856401453,-13.6074856401453,0,0,0,0,0,0,-9999,0,3.01152273583304,0,0,
31,1992,3,181,67.9501123345071,31,21,1,0.314742631653055,maize,1,1,1.75,1.75,1,12.0118811881188,0,12.0118811881188,12.0118811881188,-53.6394679712312,-43.3775867831124,-43.3775867831124,0,10.009900990099,2.0019801980198,0,12.0118811881188,0,-9999,1,5.60052297796083,0,1,
31,1992,3,209,72.5057126531355,31,2,0,0.254815585195161,(none),0,0.53368675,1.75,2.5660481875,1.46631325,0,0,0,0,-50.2871511887729,-52.8531993762729,-52.8531993762729,0,0,0,0,0,0,-9999,0,0.46985051710464,0,1,
32,1992,4,9,41.4966275388993,32,13,1,0.105814546178561,maize,1,0.612094733333333,1.75,2.42883421666667,1.38790526666667,0,0,0,17.645987118173,-25.4905120435746,-27.9193462602413,-27.9193462602413,0,0,0,0,0,0,-9999,0,4.17440224469048,0,1,
32,1992,4,28,21.8198879284411,32,3,1,0.924177843510159,cassava,1,0.4956803,1.75,2.632559475,1.5043197,0,0,0,8.03011764705882,-49.5737004293588,-52.2062599043588,-52.2062599043588,0,0,0,0,0,0,-9999,0,1.4,0.490891149637985,1,
32,1992,4,46,54.7208448812767,32,9,1,0.578894378941124,maize,1,0.65080325,1.75,2.3610943125,1.34919675,0,0,0,20.1681291587668,13.1408944707849,10.7798001582849,10.7798001582849,0,0,0,0,0,0,-9999,0,7,0,0,
32,1992,4,50,60.9264620163976,32,16,1,0.877685331511859,rice_north|maize,2,0.802499925,1.75,2.09562513125,1.197500075,8.81291160285573,0,8.81291160285573,20.1802960814231,-43.2056523850277,-36.488365913422,-36.488365913422,0,7.80818225,1.00472935285573,0,8.81291160285573,0,-9999,0,2.25183827836182,0,1,
32,1992,4,56,45.2060544864367,32,7,1,0.729756550973948,maize|cassava,2,0.6857857,1.75,2.299875025,1.3142143,0,0,0,10.1319756,2.77689737369411,0.477022348694112,0.477022348694112,0,0,0,0,0,0,-9999,0,5.70989916970158,0,0,
32,1992,4,163,39.5829655817305,32,12,1,0.978698005003047,maize|industrial_crop,2,0.625698066666667,1.75,2.40502838333333,1.37430193333333,0,0,0,8.90249652951393,-51.328924313367,-53.7339526967003,-53.7339526967003,0,0,0,0,0,0,-9999,0,0.4704,0,1,
32,1992,4,170,53.972649384944,32,13,1,0.685331488336193,unskilled1|maize,2,0.612094733333333,1.75,2.42883421666667,1.38790526666667,1.896349735,0,1.896349735,7.82525084468762,-13.6074856401453,-14.139970121812,-14.139970121812,0,1.896349735,0,0,1.896349735,0,-9999,0,3.01152273583304,0,1,
32,1992,4,181,68.2001123345071,32,9,1,0.314742631653055,maize,1,0.65080325,1.75,2.3610943125,1.34919675,0,0,0,12.0118811881188,-44.797353073867,-47.158447386367,-47.158447386367,0,0,0,0,0,0,-9999,0,5.60052297796083,0,1,
32,1992,4,209,72.7557126531355,32,2,0,0.254815585195161,school,1,0.53368675,1.75,2.5660481875,1.46631325,0,0,0,0,-52.8531993762729,-55.4192475637729,-55.4192475637729,0,0,0,0,0,0,-9999,0,0.46985051710464,0,1,
33,1993,1,9,41.7466275388993,33,13,1,0.105814546178561,maize|industrial_crop,2,0.612094733333333,1.75,2.42883421666667,1.38790526666667,1.3050585,0,1.3050585,0,-29.6693462602413,-30.7931219769079,-30.7931219769079,0,1.3050585,0,0,1.3050585,0,-9999,0,5.88125491511074,0,1,
33,1993,1,28,22.0698879284411,33,13,1,0.924177843510159,cassava,1,0.612094733333333,1.75,2.42883421666667,1.38790526666667,0,0,0,0,-53.7423940627673,-56.171228279434,-56.171228279434,0,0,0,0,0,0,-9999,0,1.33076801312,0,0,
33,1993,1,46,54.9708448812767,33,13,1,0.578894378941124,maize|cassava,2,0.612094733333333,1.75,2.42883421666667,1.38790526666667,0,0,0,0,7.67129723528415,5.24246301861748,5.24246301861748,0,0,0,0,0,0,-9999,0,7,0,0,
33,1993,1,50,61.1764620163976,33,16,1,0.877685331511859,rice_north|maize,2,0.802499925,1.75,2.09562513125,1.197500075,0,0,0,0,-38.238365913422,-40.333991044672,-40.333991044672,0,0,0,0,0,0,-9999,0,4.12262682686682,0,1,
33,1993,1,56,45.4560544864367,33,7,1,0.729756550973948,unskilled2|maize,2,0.6857857,1.75,2.299875025,1.3142143,1.53574404166667,0,1.53574404166667,0,-0.730718923388045,-1.49484990672138,-1.49484990672138,0,1.53574404166667,0,0,1.53574404166667,0,-9999,0,7,0,1,
33,1993,1,163,39.8329655817305,33,12,1,0.978698005003047,maize|industrial_crop,2,0.625698066666667,1.75,2.40502838333333,1.37430193333333,1.075851,0,1.075851,0,-54.1875562666011,-55.5167336499345,-55.5167336499345,0,1.075851,0,0,1.075851,0,-9999,0,0.92129150240897,0,0,
33,1993,1,170,54.222649384944,33,13,1,0.685331488336193,unskilled1|maize,2,0.612094733333333,1.75,2.42883421666667,1.38790526666667,1.896349735,0,1.896349735,0,-14.1424756070204,-14.674960088687,-14.674960088687,0,1.896349735,0,0,1.896349735,0,-9999,0,2.9829006112896,0,1,
33,1993,1,181,68.4501123345071,33,9,0,0.314742631653055,school,1,0.65080325,1.75,2.3610943125,1.34919675,0,0,0,0,-48.1854489616145,-50.5465432741145,-50.5465432741145,0,0,0,0,0,0,-9999,0,6.64247734470303,0,1,
33,1993,1,209,73.0057126531355,33,1,1,0.254815585195161,unskilled1|maize,2,0.596687925,1.75,2.45579613125,1.403312075,2.04357268465909,0,2.04357268465909,0,-55.8730063810098,-56.2852298276007,-56.2852298276007,0,2.04357268465909,0,0,2.04357268465909,0,-9999,0,0.42,0,0,
34,1993,2,9,41.9966275388993,34,13,1,0.105814546178561,maize|industrial_crop,2,0.612094733333333,1.75,2.42883421666667,1.38790526666667,0,0,0,0,-30.7931219769079,-33.2219561935746,-33.2219561935746,0,0,0,0,0,0,-9999,0,5.88125491511074,0,1,
34,1993,2,28,22.3198879284411,34,15,1,0.924177843510159,cassava,1,0.7527799,1.75,2.182635175,1.2472201,5.65311762225807,0,5.65311762225807,5.65311762225807,-57.3097704102563,-53.8392879629983,-53.8392879629983,0,5.25361250909091,0.39950511316716,0,5.65311762225807,0,-9999,0,1.33076801312,0,1,
34,1993,2,46,55.2208448812767,34,17,1,0.578894378941124,rice_north|maize,2,1,1.75,1.75,1,0,0,0,0,3.51639004498592,1.76639004498592,1.76639004498592,0,0,0,0,0,0,-9999,0,7,0,1,
34,1993,2,50,61.4264620163976,34,16,1,0.877685331511859,rice_north|maize,2,0.802499925,1.75,2.09562513125,1.197500075,0,0,0,0,-40.333991044672,-42.429616175922,-42.429616175922,0,0,0,0,0,0,-9999,0,4.12262682686682,0,1,
34,1993,2,56,45.7060544864367,34,14,1,0.729756550973948,maize,1,0.6147771,1.75,2.424140075,1.3852229,0,0,0,0,-3.36500503368601,-5.78914510868601,-5.78914510868601,0,0,0,0,0,0,-9999,0,7,0,1,
34,1993,2,163,40.0829655817305,34,12,1,0.978698005003047,unskilled1|maize|industrial_crop,3,0.625698066666667,1.75,2.40502838333333,1.37430193333333,1.359636775,0,1.359636775,0,-55.5167336499345,-56.5621252582678,-56.5621252582678,0,1.359636775,0,0,1.359636775,0,-9999,0,0.92129150240897,0,1,
34,1993,2,170,54.472649384944,34,1,1,0.685331488336193,maize,1,0.596687925,1.75,2.45579613125,1.403312075,0,0,0,0,-15.9411629086818,-18.3969590399318,-18.3969590399318,0,0,0,0,0,0,-9999,0,2.9829006112896,0,1,
34,1993,2,181,68.7001123345071,34,9,1,0.314742631653055,unskilled1|rice_south,2,0.65080325,1.75,2.3610943125,1.34919675,1.52116802083333,0,1.52116802083333,0,-50.5465432741145,-51.3864695657812,-51.3864695657812,0,1.52116802083333,0,0,1.52116802083333,0,-9999,0,6.64247734470303,0,1,
34,1993,2,209,73.2557126531355,34,1,1,0.254815585195161,rice_south,1,0.596687925,1.75,2.45579613125,1.403312075,0,0,0,0,-56.2852298276007,-58.7410259588507,-58.7410259588507,0,0,0,0,0,0,-9999,0,0.42,0,1,
35,1993,3,209,73.5057126531355,35,1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-58.7410259588507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35,0,0.42,NaN,NaN,died
35,1993,3,9,42.2466275388993,35,13,1,0.105814546178561,unskilled1|maize|industrial_crop,3,0.8191748,1.75,2.0664441,1.1808252,7.42804931679868,0,7.42804931679868,5.49572873346535,-33.2219561935746,-27.8603509767759,-27.8603509767759,0,6.51209452788779,0.915954788910891,0,7.42804931679868,0,-9999,0,5.88125491511074,0,1,
35,1993,3,28,22.5698879284411,35,11,1,0.924177843510159,unskilled1|cassava,2,1,1.75,1.75,1,1.07142857142857,0,1.07142857142857,5.65311762225807,-57.4985329216822,-58.1771043502537,-58.1771043502537,0,1.07142857142857,0,0,1.07142857142857,0,-9999,0,1.33076801312,0,1,
35,1993,3,46,55.4708448812767,35,17,1,0.578894378941124,rice_north|maize,2,0.947918675,1.75,1.84114231875,1.052081325,9.86650692923077,0,9.86650692923077,9.86650692923077,1.76639004498592,9.79175465546669,9.79175465546669,0,8.22208910769231,1.64441782153846,0,9.86650692923077,0,-9999,0,7,0,1,
35,1993,3,50,61.6764620163976,35,16,1,0.877685331511859,rice_north|maize,2,0.8240307,1.75,2.057946275,1.1759693,7.09097667906977,0,7.09097667906977,7.09097667906977,-42.429616175922,-37.3965857718522,-37.3965857718522,0,5.90914723255814,1.18182944651163,0,7.09097667906977,0,-9999,0,4.12262682686682,0,1,
35,1993,3,56,45.9560544864367,35,14,1,0.729756550973948,maize,1,0.878662033333333,1.75,1.96234144166667,1.12133796666667,7.663632505,0,7.663632505,7.663632505,-5.78914510868601,-0.0878540453526724,-0.0878540453526724,0,6.38636042083333,1.27727208416667,0,7.663632505,0,-9999,0,7,0,1,
35,1993,3,163,40.3329655817305,35,12,1,0.978698005003047,maize|industrial_crop,2,0.797758533333333,1.75,2.10392256666667,1.20224146666667,4.13599886032558,0,4.13599886032558,4.13599886032558,-56.5621252582678,-54.5300489646089,-54.5300489646089,0,3.92914796697248,0.206850893353098,0,4.13599886032558,0,-9999,0,0.92129150240897,0,1,
35,1993,3,170,54.722649384944,35,1,1,0.685331488336193,maize,1,0.777582325,1.75,2.13923093125,1.222417675,4.52973120132678,0,4.52973120132678,4.52973120132678,-18.3969590399318,-16.006458769855,-16.006458769855,0,3.87007179928057,0.659659402046209,0,4.52973120132678,0,-9999,0,2.9829006112896,0,1,
35,1993,3,181,68.9501123345071,35,9,1,0.314742631653055,unskilled1|rice_south,2,0.602079275,1.75,2.44636126875,1.397920725,1.50086636458333,0,1.50086636458333,0,-51.3864695657812,-52.3319644699478,-52.3319644699478,0,1.50086636458333,0,0,1.50086636458333,0,-9999,0,6.64247734470303,0,1,
35,1993,3,209,73.5057126531355,35,1,1,0.254815585195161,rice_south,1,0.777582325,1.75,2.13923093125,1.222417675,0,0,0,0,-58.7410259588507,-60.8802568901007,-60.8802568901007,0,0,0,0,0,0,35,0,0.42,0,1,
36,1993,4,9,42.4966275388993,36,13,1,0.105814546178561,maize|cassava|industrial_crop,3,0.8191748,1.75,2.0664441,1.1808252,0,0,0,5.49572873346535,-27.8603509767759,-29.9267950767759,-29.9267950767759,0,0,0,0,0,0,-9999,0,5.88125491511074,0,0,
36,1993,4,28,22.8198879284411,36,11,1,0.924177843510159,unskilled1|cassava,2,1,1.75,1.75,1,1.07142857142857,0,1.07142857142857,5.65311762225807,-58.1771043502537,-58.8556757788251,-58.8556757788251,0,1.07142857142857,0,0,1.07142857142857,0,-9999,0,1.33076801312,0,1,
36,1993,4,46,55.7208448812767,36,13,1,0.578894378941124,maize|cassava,2,0.8191748,1.75,2.0664441,1.1808252,0,0,0,9.86650692923077,8.06568168183513,5.99923758183513,5.99923758183513,0,0,0,0,0,0,-9999,0,7,0,1,
36,1993,4,50,61.9264620163976,36,16,1,0.877685331511859,rice_north|maize|industrial_crop,3,0.8240307,1.75,2.057946275,1.1759693,7.76727490909091,0,7.76727490909091,14.8582515881607,-37.3965857718522,-31.6872571377613,-31.6872571377613,0,6.47272909090909,1.29454581818182,0,7.76727490909091,0,-9999,0,4.12262682686682,0,0,
36,1993,4,56,46.2060544864367,36,14,1,0.729756550973948,maize|industrial_crop,2,0.878662033333333,1.75,1.96234144166667,1.12133796666667,0,0,0,7.663632505,-0.0878540453526724,-2.05019548701934,-2.05019548701934,0,0,0,0,0,0,-9999,0,7,0,1,
36,1993,4,163,40.5829655817305,36,12,1,0.978698005003047,maize|industrial_crop,2,0.797758533333333,1.75,2.10392256666667,1.20224146666667,0,0,0,4.13599886032558,-54.5300489646089,-56.6339715312756,-56.6339715312756,0,0,0,0,0,0,-9999,0,0.92129150240897,0,1,
36,1993,4,170,54.972649384944,36,1,0,0.685331488336193,school,1,0.777582325,1.75,2.13923093125,1.222417675,0,0,0,4.52973120132678,-16.006458769855,-18.145689701105,-18.145689701105,0,0,0,0,0,0,-9999,0,2.9829006112896,0,1,
36,1993,4,181,69.2001123345071,36,9,1,0.314742631653055,unskilled1|rice_south,2,0.602079275,1.75,2.44636126875,1.397920725,5.24637291003788,0,5.24637291003788,3.74550654545455,-52.3319644699478,-49.53195282866,-49.53195282866,0,4.62212181912879,0.624251090909091,0,5.24637291003788,0,-9999,0,6.64247734470303,0,1,
37,1994,1,9,42.7466275388993,37,13,1,0.105814546178561,maize|cassava|industrial_crop,3,0.8191748,1.75,2.0664441,1.1808252,2.5,0,2.5,0,-30.1137276434954,-29.6801717434954,-29.6801717434954,0,2.5,0,0,2.5,0,-9999,0,6.41660909529481,0,0,
37,1994,1,28,23.0698879284411,37,11,1,0.924177843510159,unskilled1|cassava,2,1,1.75,1.75,1,1.07142857142857,0,1.07142857142857,0,-59.1740656848712,-59.8526371134426,-59.8526371134426,0,1.07142857142857,0,0,1.07142857142857,0,-9999,0,1.80885008074049,0,1,
37,1994,1,46,55.9708448812767,37,15,1,0.578894378941124,rice_north|maize,2,0.90952205,1.75,1.9083364125,1.09047795,0,0,0,0,4.86069545101281,2.95235903851281,2.95235903851281,0,0,0,0,0,0,-9999,0,7,0,0,
37,1994,1,50,62.1764620163976,37,16,1,0.877685331511859,rice_north|maize|industrial_crop,3,0.8240307,1.75,2.057946275,1.1759693,2.14285714285714,0,2.14285714285714,0,-33.4372571377613,-33.3523462699042,-33.3523462699042,0,2.14285714285714,0,0,2.14285714285714,0,-9999,0,6.12358891177749,0,0,
37,1994,1,56,46.4560544864367,37,14,1,0.729756550973948,maize|industrial_crop,2,0.878662033333333,1.75,1.96234144166667,1.12133796666667,2.14285714285714,0,2.14285714285714,0,-2.05019548701934,-1.86967978582886,-1.86967978582886,0,2.14285714285714,0,0,2.14285714285714,0,-9999,0,7,0,0,
37,1994,1,163,40.8329655817305,37,7,1,0.978698005003047,maize,1,0.732886075,1.75,2.21744936875,1.267113925,0,0,0,0,-58.4530055892396,-60.6704549579896,-60.6704549579896,0,0,0,0,0,0,-9999,0,0.969241838887339,0,0,
37,1994,1,170,55.222649384944,37,1,0,0.685331488336193,school,1,0.777582325,1.75,2.13923093125,1.222417675,0,0,0,0,-17.23584977693,-19.37508070818,-19.37508070818,0,0,0,0,0,0,-9999,0,0.42,0.502221271598217,1,
37,1994,1,181,69.4501123345071,37,9,1,0.314742631653055,unskilled1|rice_south,2,0.602079275,1.75,2.44636126875,1.397920725,1.50086636458333,0,1.50086636458333,0,-49.53195282866,-50.4774477328266,-50.4774477328266,0,1.50086636458333,0,0,1.50086636458333,0,-9999,0,5.4662561831773,0,1,
38,1994,2,9,42.9966275388993,38,13,1,0.105814546178561,maize|cassava|industrial_crop,3,0.8191748,1.75,2.0664441,1.1808252,8.81454545454545,0,8.81454545454545,8.81454545454545,-29.6801717434954,-22.9320703889499,-22.9320703889499,0,7.34545454545455,1.46909090909091,0,8.81454545454545,0,-9999,0,6.41660909529481,0,0,
38,1994,2,28,23.3198879284411,38,11,1,0.924177843510159,unskilled1|cassava,2,1,1.75,1.75,1,8.77149279815548,0,8.77149279815548,7.70006422672691,-59.8526371134426,-52.8311443152871,-52.8311443152871,0,8.05015197568389,0.721340822471586,0,8.77149279815548,0,-9999,0,1.80885008074049,0,1,
38,1994,2,46,56.2208448812767,38,15,1,0.578894378941124,rice_north|maize,2,0.90952205,1.75,1.9083364125,1.09047795,0,0,0,0,2.95235903851281,1.04402262601281,1.04402262601281,0,0,0,0,0,0,-9999,0,7,0,0,
38,1994,2,50,62.4264620163976,38,16,1,0.877685331511859,maize|cassava|industrial_crop,3,0.8240307,1.75,2.057946275,1.1759693,8.64,0,8.64,8.64,-33.3523462699042,-26.7702925449042,-26.7702925449042,0,7.2,1.44,0,8.64,0,-9999,0,6.12358891177749,0,1,
38,1994,2,56,46.7060544864367,38,14,1,0.729756550973948,maize|industrial_crop,2,0.878662033333333,1.75,1.96234144166667,1.12133796666667,0,0,0,0,-1.86967978582886,-3.83202122749553,-3.83202122749553,0,0,0,0,0,0,-9999,0,7,0,1,
38,1994,2,163,41.0829655817305,38,2,1,0.978698005003047,maize,1,0.823246375,1.75,2.05931884375,1.176753625,0,0,0,0,-61.6192198104145,-63.6785386541645,-63.6785386541645,0,0,0,0,0,0,-9999,0,0.969241838887339,0,1,
38,1994,2,170,55.472649384944,38,1,0,0.685331488336193,school,1,0.777582325,1.75,2.13923093125,1.222417675,0,0,0,0,-19.37508070818,-21.51431163943,-21.51431163943,0,0,0,0,0,0,-9999,0,0.42,0.502221271598217,1,
38,1994,2,181,69.7001123345071,38,7,1,0.314742631653055,rice_south,1,0.732886075,1.75,2.21744936875,1.267113925,0,0,0,0,-50.7291587350418,-52.9466081037918,-52.9466081037918,0,0,0,0,0,0,-9999,0,5.4662561831773,0,1,
39,1994,3,9,43.2466275388993,39,13,1,0.105814546178561,maize|cassava|industrial_crop,3,0.956778733333333,1.75,1.82563721666667,1.04322126666667,12.0098360655738,0,12.0098360655738,20.8243815201192,-22.9320703889499,-12.7478715400428,-12.7478715400428,0,10.0081967213115,2.00163934426229,0,12.0098360655738,0,-9999,0,6.41660909529481,0,1,
39,1994,3,28,23.5698879284411,39,2,1,0.924177843510159,cassava,1,0.93227675,1.75,1.8685156875,1.06772325,0,0,0,7.70006422672691,-54.6311133741437,-56.4996290616437,-56.4996290616437,0,0,0,0,0,0,-9999,0,1.80885008074049,0,1,
39,1994,3,46,56.4708448812767,39,7,1,0.578894378941124,maize,1,0.594256275,1.75,2.46005151875,1.405743725,8.04625246046512,0,8.04625246046512,8.04625246046512,-2.19850194484089,3.38769899687422,3.38769899687422,0,6.70521038372093,1.34104207674419,0,8.04625246046512,0,-9999,0,7,0,1,
39,1994,3,50,62.6764620163976,39,16,1,0.877685331511859,maize|cassava|industrial_crop,3,1,1.75,1.75,1,12.1846153846154,0,12.1846153846154,20.8246153846154,-26.7702925449042,-16.3356771602888,-16.3356771602888,0,10.1538461538462,2.03076923076923,0,12.1846153846154,0,-9999,0,6.12358891177749,0,1,
39,1994,3,56,46.9560544864367,39,4,1,0.729756550973948,maize,1,0.795830325,1.75,2.10729693125,1.204169675,11.4857289263415,0,11.4857289263415,11.4857289263415,-5.36703018472004,4.01140181037143,4.01140181037143,0,9.57144077195122,1.91428815439024,0,11.4857289263415,0,-9999,0,7,0,1,
39,1994,3,163,41.3329655817305,39,18,1,0.978698005003047,maize,1,0.7706722,1.75,2.15132365,1.2293278,10.2108761219139,0,10.2108761219139,10.2108761219139,-65.0243309924292,-56.9647785205153,-56.9647785205153,0,9.67502259661017,0.535853525303715,0,10.2108761219139,0,-9999,0,0.969241838887339,0,1,
39,1994,3,170,55.722649384944,39,1,0,0.685331488336193,school,1,0.99907785,1.75,1.7516137625,1.00092215,0,0,0,0,-21.51431163943,-23.26592540193,-23.26592540193,0,0,0,0,0,0,-9999,0,0.42,0.502221271598217,1,
39,1994,3,181,69.9501123345071,39,9,1,0.314742631653055,rice_south,1,0.42313065,1.75,2.7595213625,1.57686935,0,0,0,0,-53.1983191060071,-55.9578404685071,-55.9578404685071,0,0,0,0,0,0,-9999,0,5.4662561831773,0,1,
