quarter,year,agentID,loc,lastYearIncome,baselineIncome,dropThreshold,incomeShock,lastShortfall,historyOK,cooldownOK,fired,movedTo
11,1985,763,21,NaN,NaN,NaN,0,3.59968221246207,1,1,0,0
11,1985,182,19,NaN,NaN,NaN,0,6.83572054396151,1,1,1,4
11,1985,1227,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,6
11,1985,1016,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,1
11,1985,381,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,5
11,1985,1465,20,NaN,NaN,NaN,0,5.99596902494915,1,1,1,3
11,1985,804,20,NaN,NaN,NaN,0,5.81164010509457,1,1,1,8
11,1985,1356,21,NaN,NaN,NaN,0,3.31039368596429,1,1,1,1
11,1985,296,20,NaN,NaN,NaN,0,5.99596902494915,1,1,1,22
11,1985,278,19,NaN,NaN,NaN,0,6.83572054396151,1,1,1,11
11,1985,925,20,NaN,NaN,NaN,0,5.81164010509457,1,1,1,3
11,1985,568,19,NaN,NaN,NaN,0,6.83572054396151,1,1,0,0
11,1985,803,21,NaN,NaN,NaN,0,3.63617535458759,1,1,0,0
11,1985,128,21,NaN,NaN,NaN,0,3.31039368596429,1,1,1,13
11,1985,792,21,NaN,NaN,NaN,0,3.31039368596429,1,1,1,22
11,1985,106,21,NaN,NaN,NaN,0,3.59968221246207,1,1,1,17
11,1985,634,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,12
11,1985,162,20,NaN,NaN,NaN,0,5.99596902494915,1,1,1,14
11,1985,821,20,NaN,NaN,NaN,0,5.99596902494915,1,1,1,19
11,1985,27,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,20
11,1985,1130,21,NaN,NaN,NaN,0,3.63617535458759,1,1,0,0
11,1985,1345,19,NaN,NaN,NaN,0,6.83572054396151,1,1,1,11
11,1985,850,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,3
11,1985,1477,19,NaN,NaN,NaN,0,6.83572054396151,1,1,1,14
11,1985,887,21,NaN,NaN,NaN,0,3.59968221246207,1,1,1,7
11,1985,1186,21,NaN,NaN,NaN,0,3.59968221246207,1,1,0,0
11,1985,429,20,NaN,NaN,NaN,0,5.81164010509457,1,1,1,19
11,1985,1201,21,NaN,NaN,NaN,0,3.31039368596429,1,1,1,9
11,1985,1439,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,9
11,1985,1279,21,NaN,NaN,NaN,0,3.63617535458759,1,1,1,3
12,1985,1439,9,NaN,NaN,NaN,0,0,1,0,0,18
12,1985,1021,21,NaN,NaN,NaN,0,0,1,0,0,0
12,1985,541,8,NaN,NaN,NaN,0,0,1,0,0,0
12,1985,296,22,NaN,NaN,NaN,0,0,1,0,0,0
12,1985,382,15,NaN,NaN,NaN,0,0,1,0,0,0
12,1985,253,15,NaN,NaN,NaN,0,0,1,0,0,0
12,1985,792,22,NaN,NaN,NaN,0,0,1,0,0,0
12,1985,1535,21,NaN,NaN,NaN,0,3.31039368596429,1,1,0,0
12,1985,1149,20,NaN,NaN,NaN,0,5.99596902494915,1,1,0,0
12,1985,821,19,NaN,NaN,NaN,0,0,1,0,0,0
